Run_accession	datePubli	sraID	BioSample	collection_date	geo_loc_name	lat_lon	list_extra	BioProject	title	abstract	ext_link_db	ext_link_id	ext_link_label	strain	isolate	specie	Isolate_accession_number	Isoniazid	Rifampicin	Ethambutol	Pyrazinamide	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin	Amikacin	Capreomycin	Kanamycin
ERR551068	2015-06-23 06:52:04	ERA323280	SAMEA2533673				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2533673'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:21:38Z'}, {'INSDC status': 'public'}, {'Submitter Id': '10349-03'}, {'sample name': '10349-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS457075	R	S	R	S	R	No result	No result	No result	No result	No result	No result
ERR551069	2015-06-23 06:52:04	ERA323280	SAMEA2533673				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2533673'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:21:38Z'}, {'INSDC status': 'public'}, {'Submitter Id': '10349-03'}, {'sample name': '10349-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS457075	R	S	R	S	R	No result	No result	No result	No result	No result	No result
ERR553211	2015-06-23 06:52:04	ERA323280	SAMEA2535215				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2535215'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:20Z'}, {'INSDC status': 'public'}, {'Submitter Id': '10517-03'}, {'sample name': '10517-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458617	S	R	S	S	R	No result	No result	No result	No result	No result	No result
ERR553212	2015-06-23 06:52:04	ERA323280	SAMEA2535215				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2535215'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:20Z'}, {'INSDC status': 'public'}, {'Submitter Id': '10517-03'}, {'sample name': '10517-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458617	S	R	S	S	R	No result	No result	No result	No result	No result	No result
ERR553211	2015-06-23 06:52:04	ERA323280	SAMEA2535215				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2535215'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:20Z'}, {'INSDC status': 'public'}, {'Submitter Id': '10517-03'}, {'sample name': '10517-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458617	S	R	S	S	R	No result	No result	No result	No result	No result	No result
ERR553212	2015-06-23 06:52:04	ERA323280	SAMEA2535215				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2535215'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:20Z'}, {'INSDC status': 'public'}, {'Submitter Id': '10517-03'}, {'sample name': '10517-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458617	S	R	S	S	R	No result	No result	No result	No result	No result	No result
ERR553314	2015-06-23 06:52:04	ERA323280	SAMEA2535299				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2535299'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:23Z'}, {'INSDC status': 'public'}, {'Submitter Id': '11096-03'}, {'sample name': '11096-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458701	R	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR552879	2015-06-23 06:52:04	ERA323280	SAMEA2534975				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2534975'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:14Z'}, {'INSDC status': 'public'}, {'Submitter Id': '11097-03'}, {'sample name': '11097-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458377	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR551254	2015-06-23 06:52:04	ERA323280	SAMEA2533809				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2533809'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:21:42Z'}, {'INSDC status': 'public'}, {'Submitter Id': '11818-03'}, {'sample name': '11818-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS457211	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR551255	2015-06-23 06:52:04	ERA323280	SAMEA2533809				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2533809'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:21:42Z'}, {'INSDC status': 'public'}, {'Submitter Id': '11818-03'}, {'sample name': '11818-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS457211	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR551254	2015-06-23 06:52:04	ERA323280	SAMEA2533809				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2533809'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:21:42Z'}, {'INSDC status': 'public'}, {'Submitter Id': '11818-03'}, {'sample name': '11818-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS457211	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR551255	2015-06-23 06:52:04	ERA323280	SAMEA2533809				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2533809'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:21:42Z'}, {'INSDC status': 'public'}, {'Submitter Id': '11818-03'}, {'sample name': '11818-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS457211	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR551336	2015-06-23 06:52:04	ERA323280	SAMEA2533865				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2533865'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:21:44Z'}, {'INSDC status': 'public'}, {'Submitter Id': '11821-03'}, {'sample name': '11821-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS457267	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR552707	2015-06-23 06:52:04	ERA323280	SAMEA2534839				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2534839'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:10Z'}, {'INSDC status': 'public'}, {'Submitter Id': '11822-03'}, {'sample name': '11822-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458241	R	S	R	S	R	No result	No result	No result	No result	No result	No result
ERR553226	2015-06-23 06:52:04	ERA323280	SAMEA2535225				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2535225'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:20Z'}, {'INSDC status': 'public'}, {'Submitter Id': '12657-03'}, {'sample name': '12657-03'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458627	S	R	S	R	R	No result	No result	No result	No result	No result	No result
ERR553130	2015-06-23 06:52:04	ERA323280	SAMEA2535158				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2535158'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:19Z'}, {'INSDC status': 'public'}, {'Submitter Id': '1322-04'}, {'sample name': '1322-04'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458560	R	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR553131	2015-06-23 06:52:04	ERA323280	SAMEA2535158				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2535158'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:19Z'}, {'INSDC status': 'public'}, {'Submitter Id': '1322-04'}, {'sample name': '1322-04'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458560	R	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR553130	2015-06-23 06:52:04	ERA323280	SAMEA2535158				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2535158'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:19Z'}, {'INSDC status': 'public'}, {'Submitter Id': '1322-04'}, {'sample name': '1322-04'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458560	R	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR553131	2015-06-23 06:52:04	ERA323280	SAMEA2535158				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2535158'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:19Z'}, {'INSDC status': 'public'}, {'Submitter Id': '1322-04'}, {'sample name': '1322-04'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458560	R	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR552662	2015-06-23 06:52:04	ERA323280	SAMEA2534807				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2534807'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:09Z'}, {'INSDC status': 'public'}, {'Submitter Id': '1324-04'}, {'sample name': '1324-04'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458209	R	R	R	S	R	No result	No result	No result	No result	No result	No result
ERR553286	2015-06-23 06:52:04	ERA323280	SAMEA2535275				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2535275'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:22Z'}, {'INSDC status': 'public'}, {'Submitter Id': '1327-04'}, {'sample name': '1327-04'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458677	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR552454	2015-06-23 06:52:04	ERA323280	SAMEA2534660				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2534660'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:05Z'}, {'INSDC status': 'public'}, {'Submitter Id': '1597-04'}, {'sample name': '1597-04'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458062	S	S	S	S	R	No result	No result	No result	No result	No result	No result
ERR552455	2015-06-23 06:52:04	ERA323280	SAMEA2534660				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2534660'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:05Z'}, {'INSDC status': 'public'}, {'Submitter Id': '1597-04'}, {'sample name': '1597-04'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458062	S	S	S	S	R	No result	No result	No result	No result	No result	No result
ERR552454	2015-06-23 06:52:04	ERA323280	SAMEA2534660				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2534660'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:05Z'}, {'INSDC status': 'public'}, {'Submitter Id': '1597-04'}, {'sample name': '1597-04'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458062	S	S	S	S	R	No result	No result	No result	No result	No result	No result
ERR552455	2015-06-23 06:52:04	ERA323280	SAMEA2534660				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2534660'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:22:05Z'}, {'INSDC status': 'public'}, {'Submitter Id': '1597-04'}, {'sample name': '1597-04'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS458062	S	S	S	S	R	No result	No result	No result	No result	No result	No result
ERR550665	2015-06-23 07:00:32	ERA323280	SAMEA2533376				[{'ENA first public': '2015-06-22'}, {'ENA last update': '2014-05-15'}, {'External Id': 'SAMEA2533376'}, {'INSDC center alias': 'FZB'}, {'INSDC center name': 'FORSCHUNGSZENTRUM BORSTEL'}, {'INSDC first public': '2015-06-22T17:01:37Z'}, {'INSDC last update': '2014-05-15T10:21:30Z'}, {'INSDC status': 'public'}, {'Submitter Id': '1599-04'}, {'sample name': '1599-04'}]	PRJEB7727	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone	Whole Genome Sequencing of Mycobacterium tuberculosis complex isolates from Sierra Leone						Mycobacterium tuberculosis complex sp.	ERS456778	R	R	R	R	R	No result	No result	No result	No result	No result	No result
